Meme,ExpectedQueries,Meaning,Context,Example,AntiPattern,Origin,SafetyLevel,TargetAge,Tone,Category
저세상텐션,"미친 흥, 엄청난 에너지, 텐션 높이는 법, 하이텐션 뜻","상식을 초월하거나 비정상적으로 높아 보이는 에너지와 흥분 상태를 뜻하는 신조어입니다. 여기서 '저세상'은 '죽은 다음의 세상'이라는 본래 의미를 넘어, '이 세상의 것이 아닌', '엄청난', '대단한' 등의 과장된 의미로 사용됩니다.","엄청난 에너지: 보통 사람의 범주를 훨씬 뛰어넘는 과도한 활력이나 흥을 표현할 때 사용됩니다. 비정상적인 수준: 긍정적인 의미로든 부정적인 의미로든, 그 수준이 너무 높아서 일반적이지 않다는 뉘앙스를 담고 있습니다.","춤을 격렬하게 추거나, 예상치 못한 기행을 보이거나, 매우 신나는 상황에서 기분이 최고조에 달했을 때 등 다양한 상황에서 사용됩니다. 예: ""어제 신입 사원 환영회 봤어? 진짜 저세상텐션이라 다들 입을 못 다물었잖아.""","긍정/부정 모두 쓰이지만 수준이 너무 높아 일반적이지 않다는 뉘앙스가 있으므로, 매우 정적인 자리에서는 사용에 주의가 필요합니다.","예능 프로그램 등에서 자주 사용되며 유행어로 자리 잡았으며, 인터넷 밈으로도 활발하게 활용되었습니다.",[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"활기참, 감탄, 비정상적 에너지","상태 묘사, 리액션"
눈치챙겨,"눈치 좀 봐라, 상황 파악 못함, 분위기 파쇄기, 넌씨눈","상대방이 상황 파악이 늦거나 분위기를 못 읽을 때 ""이제 좀 상황 파악 좀 해!""라는 의미로, '눈치 좀 챙겨라'는 뜻을 가진 신조어 밈입니다.","상황 파악 촉구: 상대방이 눈치 없이 행동하거나, 너무 둔감하게 반응할 때 ""이 정도면 알아채야지!""라는 의미로 사용됩니다. 답답함 표현: 주로 온라인 커뮤니티나 SNS에서 특정 상황의 답답함이나 뻔한 사실을 지적할 때 쓰이며, 때로는 비꼬는 듯한 뉘앙스도 담겨 있습니다.","""내가 이렇게 힌트를 주는데, 아직도 모른다고? 눈치챙겨!"" / ""다들 알면서 모르는 척하는데, 제발 눈치 좀 챙겨라.""","2020년대 초반부터 MZ세대 사이에서 유행하기 시작했으며, 답답하거나 어색한 상황에서 '알아서 잘 해라'는 뉘앙스로 쓰이는 유행어입니다. 예의를 갖춰야 할 관계에서는 공격적으로 들릴 수 있습니다.","정확한 기원은 불분명하지만, Z세대의 언어 문화 속에서 자연스럽게 생겨난 표현으로 보이며, 게임이나 방송 등 다양한 매체를 통해 확산되었습니다.",[낀세대: Safe] / [외국인: Caution] / [복학생: Safe],10대 ~ 30대,"답답함, 단호함, 비꼼","관계, 훈계, 일상어"
드립력,"농담 잘하는 법, 센스 있는 말솜씨, 유머 감각 칭찬, 드립 뜻","드립력은 '드립'과 '능력(력)'이 합쳐진 말로, 재치 있는 농담이나 즉흥적인 말장난을 잘하는 능력을 의미합니다. 어떤 이의 말솜씨가 특히 뛰어남을 칭찬할 때 사용됩니다.","드립: 밈의 하위 개념으로, 밈 중에서도 유행하는 '말'이나 '언어적 농담'에 초점을 맞춘 표현입니다.","""와, 아까 부장님 농담 받아치는 거 봤어? 진짜 드립력 미쳤다.""","상대방이 불쾌해할 만한 선 넘는 발언이나 혐오 표현을 던진 후, 반응이 안 좋자 ""드립인데 왜 그래?""라며 본인의 무례함을 '드립력'으로 포장하는 경우. 이는 드립이 아니라 단순한 실례입니다.",애드리브'에서 파생된 '드립'과 능력을 뜻하는 '력(力)'의 합성어입니다.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"재치, 찬사, 감탄","재능 평가, 유머"
대환장파티,"최악의 상황, 엉망진창, 카오스 뜻, 어이없는 사고","큰 대(大) + 환장(換腸, 몹시 미치거나 어처구니없는 상태) + 파티'가 결합된 신조어로, '정말 어처구니없고 혼란스러운 상황'을 유머러스하게 표현할 때 쓰이는 밈입니다.","한국 인터넷 커뮤니티에서 주로 사용하며, 믿기 힘들 정도로 황당하거나 말도 안 되는 사건/사고, 혹은 그런 상황이 연이어 벌어지는 모습을 비꼬거나 묘사할 때 사용됩니다.","""오늘 회사에서 일어난 일은 진짜 대환장파티였어. 10분 만에 3번이나 서버가 터졌잖아."" / ""유튜브 콘텐츠에서 보여준 즉흥 여행은 정말 대환장파티 케미였다.""","환장(換腸)'은 원래 '장을 바꾸다'는 뜻으로 심하게 화가 나거나 미칠 것 같은 상태를 비유하는데, 실제 인명 피해가 있는 등 비극적인 상황에 유희적으로 쓰면 부적절합니다.",상황의 혼란스러움을 극대화하기 위해 '큰 대(大)'와 '파티'를 결합한 형태입니다. AI가 엉뚱한 결과를 내놓는 상황을 'AI 찌꺼기 대환장파티'라고 부르기도 합니다.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"황당함, 혼란, 비꼼","상황 묘사, 리액션"
의문의1패,"나도 모르게 짐, 팩폭 당함, 아이러니한 상황, 억울한 패배","어떤 사람이 한 말이나 예측과 정반대되는 상황이나 행동이 나타났을 때, 그 사람의 말이 틀렸음을 억울하게 인정하는 것처럼 비꼬는 인터넷 밈(meme)입니다.","본인은 이기고 싶거나 유리한 상황을 말했지만, 현실은 패배하는 상황이 되어버려 '나도 모르게 진 셈'이 되었다는 뜻으로 사용되며, 주로 'OOO 의문의 1승'의 반대 의미로 쓰입니다.","""나는 오늘 저녁에 치킨을 안 먹을 거야""라고 말한 뒤, 치킨을 먹는 상황이 발생하면 ""나 자신, 의문의 1패""라고 표현하는 식입니다.","뉘앙스: '의문의 1승'이 긍정적인 결과에 대한 놀라움을 표현한다면, '의문의 1패'는 씁쓸함, 어이없음, 또는 상황의 아이러니함을 강조하므로 단순한 패배에는 쓰지 않습니다.","주로 특정 인물, 집단, 또는 자신의 발언이 현실과 다르게 흘러갈 때 사용되며, 스포츠 승패 기록 방식에서 유래된 인터넷 밈입니다.",[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 40대,"자조적, 씁쓸함, 아이러니","승패 비유, 리액션"
안구정화,"눈 정화, 잘생긴 사진, 예쁜 풍경, 힐링 짤","문자 그대로 '더럽혀진 눈을 깨끗이 씻어낸다'는 뜻으로, 아름다운 풍경이나 매력적인 인물, 보기 좋은 사진 등을 보면서 시각적인 만족을 얻는 행위를 비유적으로 이르는 말입니다.","안구테러' 후: 혐오스럽거나 지저분한 것, 보기 싫은 것을 보고 난 뒤 그 잔상을 지우기 위해 사용합니다. 시각적인 즐거움을 느낄 때: 잘생긴 연예인 사진, 예쁜 풍경 사진 등을 공유하며 기분 전환을 하는 것을 의미합니다.","""업무 때문에 스트레스 받았는데, 이 고양이 영상 보니까 안구정화 제대로 된다."" / ""다 같이 안구정화해요.""",이 표현은 인터넷에서 '안구테러'라는 반대 의미의 신조어와 함께 널리 퍼졌습니다. 시각적 가치에만 치중한 표현이므로 진지한 미학적 비평 자리에서는 가벼워 보일 수 있습니다.,힐링'의 의미를 담아 답답하거나 지루한 일상에서 벗어나 눈을 즐겁게 하는 문화를 바탕으로 하나의 밈으로 자리 잡았습니다.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"감탄, 만족감, 힐링","시각/감상, 감탄"
일코,"일반인 코스프레 뜻, 덕후 숨기기, 일코용 배경화면",일반인 코스프레'의 줄임말. 덕후(팬)가 아닌 척 일반인처럼 행동하는 것.,직장이나 학교 등 덕후임을 밝히기 어려운 사회적 상황에서 정체를 숨길 때 사용.,"""나 회사에서는 완전 일코 중이라 책상에 굿즈 하나도 안 뒀어.""",일코 중인데 카톡 프사가 연예인 사진이면 바로 들통남.,온라인 커뮤니티에서 팬 활동을 숨기는 행태를 묘사하며 탄생.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 40대 (사회생활 하는 팬층),"비밀스러운, 조심스러운, 자조적","팬덤 문화, 사회생활"
어덕행덕,"어차피 덕질할 거 행복하게, 덕질 좌우명, 행복한 덕후",어차피 덕질할 거 행복하게 덕질하자'의 줄임말. 스트레스받지 않는 즐거운 팬 활동을 강조.,"팬들끼리 싸우거나 성적에 연연할 때, 초심으로 돌아가 즐겁게 응원하자는 의미로 사용.","""남들이 뭐라든 상관없어. 우리 어덕행덕 하자!""",행복하려고 하는 덕질인데 남과 비교하며 괴로워하면 어덕행덕이 아님.,팬덤 내에서 과도한 경쟁이나 피로감을 느낀 팬들이 만든 힐링 문구.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"긍정적, 힐링, 평화로움","마인드셋, 팬덤 문화"
이선좌,"이미 선택된 좌석입니다, 티켓팅 실패, 예매 오류 문구",티켓 예매 시 내가 클릭한 자리를 누군가 먼저 결제했을 때 뜨는 문구 '이미 선택된 좌석입니다'.,티켓팅 전쟁에서 패배했을 때의 허탈함과 분노를 표현할 때 대명사처럼 사용.,"""와... 방금 이선좌만 10번 봤어. 이번 콘서트 못 가나 봐.""",예매에 성공한 사람에게 이선좌라고 하면 맥락에 맞지 않음,인터파크 티켓 등 주요 예매 사이트의 안내 팝업 문구.,[낀세대: Safe] / [외국인: Caution] / [복학생: Safe] (절망감 주의),10대 ~ 30대,"절망적, 허탈함, 슬픔","공연/예매, 리액션"
피켓팅,"피 튀기는 티켓팅, 콘서트 예매 팁, 매진 임박",피 튀기는 티켓팅'의 줄임말. 경쟁이 매우 치열한 티켓 예매 상황.,인기 아이돌의 콘서트나 뮤지컬 예매를 앞두고 비장한 각오를 다질 때 사용.,"""내일 임영웅 콘서트 피켓팅이라는데, PC방 가서 대기해야지.""",자리가 널널한 공연 예매에는 피켓팅이라는 표현을 쓰지 않음.,피 튀기다'와 '티켓팅'의 합성어.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"비장함, 치열함, 긴장감",공연/예매
취켓팅,"취소표 티켓팅, 취소표 풀리는 시간, 예매 대기",취소표 티켓팅'의 줄임말. 예매 후 결제하지 않아 취소된 표를 잡는 행위.,"정규 티켓팅에 실패한 후, 새벽에 풀리는 취소표를 노리는 눈물겨운 상황.","""정규 때는 망했고, 오늘 새벽 취켓팅 노려본다. 제발 한 자리만!""",취소표가 없는 전석 매진 공연(취소 불가)에서는 불가능한 시도임.,취소표가 일괄적으로 풀리는 특정 시간을 노리는 팬들의 활동에서 유래.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 30대,"간절함, 끈기, 희망적",공연/예매
얼빠,"얼굴 보고 좋아하는 팬, 외모 지향 덕질, 비주얼 팬",얼굴(외모)에 빠진 사람'의 줄임말. 실력이나 성격보다 외모를 우선시해 좋아하는 팬.,연예인의 비주얼에 감탄하며 입덕했을 때 본인을 지칭하거나 타인을 묘사할 때 사용.,"""나 원래 실력파 좋아하는데, 이번 신인은 너무 잘생겨서 얼빠 입덕했어.""",실력을 강조하는 팬에게 얼빠라고 하면 비하하는 느낌을 줄 수 있으니 주의.,얼굴' + '빠(특정 대상을 열성적으로 좋아하는 사람)'의 합성어.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"솔직함, 감탄, 가벼움","팬덤 유형, 외모"
금손,"손재주 좋은 사람, 금손 특징, 팬아트 잘 그리는 법","손재주가 매우 뛰어나 그림, 편집, 만들기 등을 전문가처럼 해내는 사람.",고퀄리티 팬아트를 그리거나 영상을 편집하는 팬을 찬양할 때 사용.,"""와, 이 굿즈 직접 만든 거야? 우리 장르 최고의 금손이시네!""",결과물이 형편없을 때 쓰면 비꼬는 말이 되므로 주의.,"황금의 손'에서 유래된 말로, 무엇이든 잘 만들어내는 능력을 비유",[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"찬사, 부러움, 존경","재능, 기술, 칭찬"
똥손,"손재주 없는 사람, 똥손 탈출, 요리 못하는 사람","금손의 반대말로, 손재주가 없어 무엇을 만들어도 결과물이 좋지 않은 사람.","자신의 부족한 손재주를 자조하거나, 티켓팅에서 광탈했을 때 운이 없음을 탓하며 사용.","""난 왜 이렇게 똥손이지? 이번에도 티켓팅 광탈이야.""",열심히 노력한 타인에게 대놓고 똥손이라고 하면 상처가 됨.,금손의 대척점에 있는 단어로 비속어 '똥'을 붙여 하향 평가한 표현.,[낀세대: Safe] / [외국인: Caution] / [복학생: Safe],전 연령대,"자조적, 코믹, 아쉬움","재능, 기술, 자폭"
실물영접,"연예인 실물 후기, 실물 체감 사진, 영접하다 뜻","사진이나 영상이 아닌, 연예인을 실제로 직접 만나는 것.","콘서트, 사인회, 혹은 우연히 길에서 연예인을 직접 보았을 때의 감격을 표현.","""나 오늘 드디어 최애 실물영접했는데, 화면보다 100배 더 잘생겼어.""",이미 본 적 있는 사람에게 '영접'이라는 거창한 단어를 쓰면 어색함.,실물' + 신령한 존재를 맞이한다는 '영접'의 합성어.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 40대,"감격, 환희, 경건함","리액션, 팬덤 활동"
시강,"시선 강탈 뜻, 시강 주의, 눈에 띄는 사람",시선 강탈'의 줄임말. 너무 압도적이거나 독특해서 눈을 뗄 수 없게 만드는 것.,"단체 사진에서 혼자 너무 튀는 포즈를 하거나, 배경에 웃긴 게 찍혔을 때 사용.","""애들 춤추는데 뒤에 있는 마스코트 인형 시강 장난 아니다.""",아무런 특징 없는 평범한 대상에게 쓰면 공감을 얻기 힘듦.,방송 자막 등에서 눈에 띄는 대상을 묘사하며 널리 퍼짐.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 30대,"강조, 놀람, 위트","외모, 특징, 리액션"
소장각,"사고 싶은 물건, 간직하고 싶은 영상, 구매 욕구, 소장 가치",소장(간직함)'과 '~할 각(상태나 가능성)'의 합성어. 꼭 사거나 간직해야 할 만큼 훌륭하다는 뜻,"역대급 디자인의 굿즈를 봤을 때, 혹은 평생 간직하고 싶은 인생 영화/영상을 발견했을 때 사용함.","""이번 한정판 운동화는 진짜 소장각이다. 무조건 사야 돼!""",너무 흔하거나 가치가 낮은 물건에 남발하면 표현의 무게감이 떨어짐.,당구 용어 '각'이 '상황/가능성'의 의미로 확장되며 '소장'과 결합됨.,[낀세대: Safe] /[외국인: Safe] /[복학생: Safe] 트렌디한 안목을 보여주기 좋음,"[전 연령대] 쇼핑, 취미 생활 전반에서 널리 쓰임.","감탄, 확신, 소유욕","쇼핑, 일상, 취미"
대황xx,"최고 존엄, 찬양 칭호, 숭배합니다, 대상 이름 앞에 붙이는 말",크다(大)'와 '황제(皇)'를 붙여 특정 대상을 극도로 찬양하는 접두사.,"스포츠 스타, 프로게이머, 혹은 엄청난 성과를 낸 인물을 '신'처럼 추앙할 때 이름 앞에 붙임.","""오늘 경기 캐리한 거 봤냐? 역시 대황페이커!""",과한 팬심으로 사용 시 타 팬덤과 마찰을 빚을 수 있음. 조롱의 의미(반어법)로 쓰이기도 하니 주의,롤(LoL) 커뮤니티에서 실력이 뛰어난 게이머를 황제처럼 부르던 것에서 유래.,[낀세대: Caution] / [외국인: Safe] / [복학생: Safe] 스포츠나 게임 화제로 대화할 때 유용함 허나 과한 찬양은 자칫 가벼워 보일 수 있음,"[10-30대] 게임, 스포츠 팬덤 위주로 사용됨.","경외, 찬양, 웅장함","팬덤, 게임, 스포츠"
xx에진심인편,"진지하게 임함, 열정적인 태도, 진심 모드, 과몰입",어떤 사소한 일이나 취미에 대해 누구보다 진지하고 열정적으로 임하는 상태를 뜻함.,"취미 활동을 전문가 수준으로 하거나, 점심 메뉴 고르는 일에 엄청난 에너지를 쏟을 때 사용함.","""우리 팀 막내는 탕수육 '찍먹' 여부에 진짜 진심인 편이야.""","상대방이 가볍게 농담한 것에 진지하게 화를 내며 ""나 진심이야""라고 하면 분위기가 싸해짐.",유튜버들이나 예능 자막에서 출연자의 열정을 묘사할 때 자주 쓰이며 정착됨.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 자신의 취향을 소개할 때 쓰기 좋음,[전 연령대] 직장 내 스몰토크나 일상 대화에서 유용함.,"진지함, 위트, 인정","라이프스타일, 성격, 취향"
